learner_id,content_id,topic,difficulty,time_spent_sec,correct
"GP;""M"";17;""U"";""GT3"";""T"";2;1;""other"";""other"";""home"";""mother"";2;1;3;""yes"";""yes"";""no"";""yes"";""yes"";""no"";""yes"";""no"";4;5;1;1;1;3;0;""9"";""9"";10",C000078,arrays,0.5070495766934321,1044,0
"GP;""F"";16;""U"";""GT3"";""T"";3;4;""at_home"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;4;3;1;2;3;14;""12"";""11"";11",C000079,math,0.5085715286896101,579,1
"GP;""M"";15;""U"";""GT3"";""T"";2;3;""other"";""services"";""course"";""father"";1;1;0;""yes"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";3;2;2;1;3;3;0;""11"";""11"";12",C000080,ml,0.3190828088910991,650,0
"GP;""M"";15;""U"";""GT3"";""T"";2;3;""other"";""other"";""home"";""mother"";1;3;0;""yes"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";5;3;2;1;2;5;2;""10"";""9"";9",C000081,math,0.6292291855244452,1110,1
"GP;""F"";15;""U"";""LE3"";""T"";3;2;""services"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;1;1;5;4;""12"";""11"";11",C000082,ai,0.6206541022395139,258,0
"GP;""M"";15;""U"";""LE3"";""T"";2;2;""services"";""services"";""home"";""mother"";2;2;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;3;4;2;""13"";""12"";13",C000083,arrays,0.5135948905631917,446,0
"GP;""F"";15;""U"";""GT3"";""T"";1;1;""other"";""other"";""home"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;3;2;2;3;4;2;""13"";""12"";12",C000084,ai,0.8365303577375555,408,0
"GP;""F"";15;""U"";""GT3"";""T"";4;4;""services"";""services"";""reputation"";""father"";2;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;4;2;3;5;4;""12"";""11"";12",C000085,ai,0.37724903897978634,1019,0
"GP;""F"";16;""U"";""LE3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;4;1;2;2;6;""13"";""11"";11",C000086,recursion,0.4980597079860933,752,0
"GP;""F"";15;""U"";""GT3"";""T"";4;2;""other"";""other"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;3;1;4;""15"";""15"";15",C000087,arrays,0.49294965880801744,437,0
"GP;""M"";16;""U"";""GT3"";""T"";2;2;""services"";""other"";""reputation"";""father"";2;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;4;2;1;1;3;6;""12"";""10"";11",C000088,ai,0.35537435173724763,958,1
"GP;""M"";16;""U"";""LE3"";""A"";4;4;""teacher"";""health"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;1;3;3;5;5;6;""9"";""9"";10",C000089,recursion,0.588687236433776,975,0
"GP;""F"";16;""U"";""GT3"";""T"";3;3;""other"";""other"";""home"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;3;3;1;3;4;2;""9"";""11"";11",C000090,recursion,0.7126708302576499,586,1
"GP;""F"";15;""U"";""GT3"";""T"";4;3;""services"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;5;1;3;1;6;""14"";""13"";13",C000091,arrays,0.6069942081283568,793,0
"GP;""F"";16;""U"";""LE3"";""T"";3;1;""other"";""other"";""home"";""father"";1;2;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;3;3;2;3;2;0;""12"";""13"";12",C000092,trees,0.39418660962971624,265,0
"GP;""F"";16;""U"";""GT3"";""T"";4;2;""teacher"";""services"";""home"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;1;2;""13"";""14"";14",C000093,stats,0.5263715791452436,514,1
"GP;""M"";15;""U"";""LE3"";""T"";2;2;""services"";""health"";""reputation"";""mother"";1;4;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;4;1;1;4;2;""11"";""12"";12",C000094,ml,0.3015570146301879,580,0
"GP;""F"";15;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""home"";""mother"";2;4;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;1;2;1;1;1;4;""13"";""13"";13",C000095,stats,0.8209806642213522,1076,1
"GP;""M"";16;""R"";""GT3"";""T"";4;3;""services"";""other"";""reputation"";""mother"";2;1;0;""yes"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";3;3;3;1;1;4;6;""9"";""11"";11",C000096,math,0.3507102046084092,1015,1
"GP;""F"";16;""U"";""GT3"";""T"";2;1;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;3;5;1;1;5;0;""13"";""12"";12",C000097,ml,0.6583668493532584,785,0
"GP;""F"";16;""U"";""GT3"";""T"";4;4;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;4;1;2;1;4;""12"";""13"";13",C000098,math,0.8917541975200891,1073,1
"GP;""F"";16;""U"";""GT3"";""T"";4;3;""other"";""at_home"";""course"";""mother"";1;3;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;5;1;1;3;2;""12"";""13"";13",C000099,ai,0.6219543875923995,560,1
"GP;""M"";16;""U"";""GT3"";""T"";4;4;""services"";""services"";""other"";""mother"";1;1;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;5;5;5;4;12;""9"";""9"";8",C000100,loops,0.8544250554644599,176,0
"GP;""M"";16;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""other"";""father"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;3;1;1;4;0;""16"";""16"";16",C000101,arrays,0.44166991987044263,445,1
"GP;""M"";15;""U"";""GT3"";""T"";4;4;""services"";""other"";""course"";""mother"";1;1;0;""no"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";5;3;3;1;1;5;2;""12"";""13"";12",C000102,ml,0.7559732453625514,643,0
"GP;""F"";15;""U"";""GT3"";""T"";3;2;""services"";""other"";""home"";""mother"";2;2;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;5;1;1;2;16;""11"";""10"";10",C000103,ml,0.6187594523841204,454,0
